date,hydrophone,total_detections,mean_detection_confidence,median_detection_confidence,recording_files,matched_recording_files,total_duration_seconds,mean_file_confidence,median_file_confidence,total_duration_hours,detections_per_hour
2024-09-22,0,4045,0.7640507,0.76887244,11,11,33048.333333333336,0.7373756,0.71976465,9.180092592592594,440.627363961874
2024-09-22,1,5433,0.81692696,0.86892563,11,11,33048.333333333336,0.7968306,0.82015157,9.180092592592594,591.8240960209793
2024-09-22,2,4002,0.7781116,0.7910264,10,10,30044.0625,0.7697367,0.7704148,8.345572916666667,479.5356819671108
2024-09-23,0,2688,0.7072061,0.7010579,11,11,33048.958333333336,0.6887126,0.68396866,9.180266203703704,292.80196677908407
2024-09-23,1,4120,0.7875818,0.8199634,11,11,33048.958333333336,0.74675786,0.74134004,9.180266203703704,448.78872884294134
2024-09-23,2,2709,0.72038144,0.71111757,10,10,30043.854166666668,0.70825976,0.71153235,8.345515046296297,324.6054898915127
2024-09-24,0,3049,0.6851277,0.665004,11,11,33048.125,0.6815495,0.6889333,9.180034722222222,332.13381999735236
2024-09-24,1,4458,0.8131748,0.8568088,11,11,33048.125,0.76612717,0.73112434,9.180034722222222,485.61907823817535
2024-09-24,2,2499,0.7287883,0.7164807,11,11,33048.125,0.70342016,0.71528506,9.180034722222222,272.2211925790041
2024-09-25,0,3013,0.70649725,0.6917042,11,11,33050.208333333336,0.68728846,0.6770093,9.180613425925927,328.1915772089182
2024-09-25,1,3974,0.8114522,0.8524878,11,11,33050.208333333336,0.7646061,0.7773152,9.180613425925927,432.86867833662166
2024-09-25,2,2252,0.7494913,0.7481451,10,10,30045.729166666668,0.73558146,0.7347323,8.34603587962963,269.82869861565183
2024-09-26,0,4391,0.6551927,0.62196594,11,11,33050.833333333336,0.6580526,0.65985703,9.180787037037037,478.2814351630065
2024-09-26,1,4086,0.8104711,0.85272014,11,11,33050.833333333336,0.7576341,0.7677961,9.180787037037037,445.0598825042233
2024-09-26,2,104,0.78352994,0.78911734,4,4,12018.958333333332,0.6967042,0.6819033,3.3385995370370365,31.150786084484587
2024-09-27,0,4109,0.6792884,0.6510081,11,11,33049.791666666664,0.68609524,0.676972,9.180497685185184,447.57922074647473
2024-09-27,1,4134,0.81160384,0.8540311,11,11,33049.791666666664,0.77861863,0.8118473,9.180497685185184,450.30238465951004
2024-09-27,2,133,0.7322305,0.7312178,5,5,15022.291666666668,0.6600725,0.6693032,4.172858796296296,31.87263372488108
2024-09-28,0,2920,0.691772,0.67332137,11,11,33049.375,0.6733064,0.6725686,9.180381944444445,318.0695550218423
2024-09-28,1,4632,0.82033145,0.86706686,11,11,33049.375,0.7683211,0.761912,9.180381944444445,504.5541708428677
2024-09-28,2,1407,0.72381836,0.7130273,7,7,21030.520833333332,0.6758444,0.7102467,5.841811342592592,240.8499551742755
2024-09-29,0,3758,0.7065108,0.69809115,11,11,33050.625,0.70670545,0.7000016,9.180729166666667,409.33567822091106
2024-09-29,1,5435,0.8217492,0.86716694,11,11,33050.625,0.7889013,0.77046686,9.180729166666667,592.0009076984171
2024-09-29,2,46,0.7721677,0.76506877,3,3,9014.0625,0.64085776,0.60261005,2.50390625,18.371294851794072
2024-09-30,0,5145,0.698591,0.68838483,11,11,33049.166666666664,0.69339013,0.7056723,9.180324074074074,560.4377316624222
2024-09-30,1,4153,0.78550136,0.8164202,11,11,33049.166666666664,0.7678986,0.76262695,9.180324074074074,452.38054413878314
2024-09-30,2,196,0.72350866,0.725403,7,7,21031.666666666668,0.6311078,0.59625065,5.84212962962963,33.54940962041366
2024-10-01,0,4399,0.7069817,0.70328903,11,11,33047.708333333336,0.69562125,0.6796142,9.179918981481482,479.19812896759106
2024-10-01,1,4850,0.80808157,0.8482079,11,11,33047.708333333336,0.7903109,0.80857956,9.179918981481482,528.3271028626543
2024-10-01,2,85,0.74199367,0.7122746,4,4,12017.395833333334,0.6712004,0.68756384,3.3381655092592593,25.463087364671008
2024-10-02,0,4190,0.7121198,0.7130964,11,11,33049.270833333336,0.7000031,0.70407224,9.18035300925926,456.4094644044718
2024-10-02,1,4055,0.8154912,0.8624573,11,11,33049.270833333336,0.7904729,0.80935055,9.18035300925926,441.70414753225134
2024-10-02,2,3,0.65120155,0.55184245,2,2,6008.541666666666,0.6263617,0.6263617,1.6690393518518516,1.797441142817517
2024-10-03,0,2905,0.7041173,0.6978283,11,11,33049.375,0.70292205,0.7014008,9.180381944444445,316.4356360748123
2024-10-03,1,4606,0.8281865,0.8792956,11,11,33049.375,0.7985578,0.7839646,9.180381944444445,501.72204466801566
2024-10-03,2,12,0.758281,0.74190426,5,5,15021.979166666668,0.6904158,0.65845627,4.172771990740741,2.875786174424974
2024-10-04,0,3290,0.709674,0.69842225,11,11,33049.375,0.71221125,0.71425414,9.180381944444445,358.3728890485826
2024-10-04,1,5656,0.8285249,0.87081504,11,11,33049.375,0.7968296,0.80702454,9.180381944444445,616.0963709601165
2024-10-04,2,2,0.68655324,0.68655324,2,2,6010.0,0.68655324,0.68655324,1.6694444444444445,1.1980033277870217
2024-10-05,0,2622,0.70837957,0.69122064,11,11,33048.854166666664,0.7069498,0.71572,9.180237268518518,285.61353299565985
2024-10-05,1,4816,0.8409003,0.89028835,11,11,33048.854166666664,0.798793,0.8000973,9.180237268518518,524.605177310106
2024-10-05,2,2,0.5626315,0.5626315,2,2,6009.270833333333,0.5626315,0.5626315,1.669241898148148,1.198148693858448
2024-10-06,0,4230,0.7425331,0.75481427,11,11,33050.520833333336,0.7039977,0.7065956,9.180700231481483,460.7491687284302
2024-10-06,1,5595,0.86951476,0.9230366,11,11,33050.520833333336,0.82051086,0.8404646,9.180700231481483,609.430638069874
2024-10-07,0,3791,0.71375656,0.7114293,11,11,33055.833333333336,0.6998711,0.7047748,9.182175925925927,412.86510197393295
2024-10-07,1,5465,0.8142125,0.85584176,11,11,33055.833333333336,0.7935722,0.7992126,9.182175925925927,595.1748304636095
2024-10-07,2,1,0.50108683,0.50108683,1,1,3004.6875,0.50108683,0.50108683,0.8346354166666666,1.1981279251170047
2024-10-08,0,4446,0.74418277,0.75579005,10,10,28159.693104166665,0.7227238,0.7420182,7.822136973379629,568.3868762629278
2024-10-08,1,5759,0.82742584,0.8779269,10,10,28159.693104166665,0.8101894,0.80534923,7.822136973379629,736.2438192528568
2024-10-08,2,3,0.58025724,0.56612927,2,2,5415.416666666666,0.57672524,0.57672524,1.5042824074074073,1.9943063783950143
2024-10-09,0,4173,0.7175767,0.71640044,11,11,32460.729166666668,0.70998627,0.69940877,9.016869212962963,462.7992157189938
2024-10-09,1,5240,0.8106666,0.85342765,11,11,32460.729166666668,0.79374003,0.8017873,9.016869212962963,581.132971571418
2024-10-09,2,237,0.73731786,0.7202563,5,5,15020.729166666666,0.64449024,0.6536303,4.1724247685185185,56.80150347783272
2024-10-10,0,1961,0.71489435,0.7064243,11,11,33048.645833333336,0.7202598,0.69553053,9.180179398148148,213.61238326078666
2024-10-10,1,5241,0.8595564,0.9049142,11,11,33048.645833333336,0.819319,0.8295066,9.180179398148148,570.9038759152386
2024-10-10,2,391,0.79635096,0.82057774,7,7,21030.625,0.7246905,0.7433549,5.841840277777778,66.93096377306904
2024-10-11,0,1475,0.6607813,0.6084876,11,11,33050.104166666664,0.7207842,0.72437847,9.18058449074074,160.66515171094395
